,node,community,local_role
1512,364,c3,Local Ultra-Peripheral
1513,393,c3,Local Ultra-Peripheral
1514,399,c3,Local Ultra-Peripheral
1515,441,c3,Local Ultra-Peripheral
1516,476,c3,Local Ultra-Peripheral
1517,501,c3,Local Ultra-Peripheral
1518,564,c3,Local Ultra-Peripheral
1519,349,c3,Local Ultra-Peripheral
1520,350,c3,Local Ultra-Peripheral
1521,352,c3,Local Ultra-Peripheral
1522,354,c3,Local Ultra-Peripheral
1523,355,c3,Local Ultra-Peripheral
1524,356,c3,Local Ultra-Peripheral
1525,357,c3,Local Peripheral
1526,358,c3,Local Ultra-Peripheral
1527,359,c3,Local Ultra-Peripheral
1528,360,c3,Local Ultra-Peripheral
1529,361,c3,Local Ultra-Peripheral
1530,362,c3,Local Ultra-Peripheral
1531,365,c3,Local Ultra-Peripheral
1532,367,c3,Local Ultra-Peripheral
1533,368,c3,Local Ultra-Peripheral
1534,369,c3,Local Peripheral
1535,370,c3,Local Ultra-Peripheral
1536,371,c3,Local Ultra-Peripheral
1537,372,c3,Local Ultra-Peripheral
1538,373,c3,Local Ultra-Peripheral
1539,374,c3,Local Ultra-Peripheral
1540,375,c3,Local Ultra-Peripheral
1541,377,c3,Local Ultra-Peripheral
1542,378,c3,Local Ultra-Peripheral
1543,379,c3,Local Ultra-Peripheral
1544,380,c3,Local Peripheral
1545,381,c3,Local Peripheral
1546,382,c3,Local Ultra-Peripheral
1547,383,c3,Local Ultra-Peripheral
1548,384,c3,Local Ultra-Peripheral
1549,385,c3,Local Ultra-Peripheral
1550,386,c3,Local Ultra-Peripheral
1551,387,c3,Local Ultra-Peripheral
1552,388,c3,Local Ultra-Peripheral
1553,390,c3,Local Ultra-Peripheral
1554,391,c3,Local Ultra-Peripheral
1555,392,c3,Local Ultra-Peripheral
1556,394,c3,Local Ultra-Peripheral
1557,395,c3,Local Ultra-Peripheral
1558,396,c3,Local Ultra-Peripheral
1559,397,c3,Local Ultra-Peripheral
1560,398,c3,Local Ultra-Peripheral
1561,400,c3,Local Ultra-Peripheral
1562,401,c3,Local Ultra-Peripheral
1563,402,c3,Local Ultra-Peripheral
1564,403,c3,Local Ultra-Peripheral
1565,404,c3,Local Ultra-Peripheral
1566,405,c3,Local Ultra-Peripheral
1567,406,c3,Local Ultra-Peripheral
1568,407,c3,Local Ultra-Peripheral
1569,408,c3,Local Ultra-Peripheral
1570,409,c3,Local Ultra-Peripheral
1571,410,c3,Local Ultra-Peripheral
1572,411,c3,Local Ultra-Peripheral
1573,412,c3,Local Ultra-Peripheral
1574,413,c3,Local Ultra-Peripheral
1575,415,c3,Local Ultra-Peripheral
1576,416,c3,Local Ultra-Peripheral
1577,417,c3,Local Ultra-Peripheral
1578,418,c3,Local Ultra-Peripheral
1579,419,c3,Local Ultra-Peripheral
1580,421,c3,Local Ultra-Peripheral
1581,422,c3,Local Ultra-Peripheral
1582,423,c3,Local Ultra-Peripheral
1583,424,c3,Local Peripheral
1584,425,c3,Local Ultra-Peripheral
1585,426,c3,Local Ultra-Peripheral
1586,429,c3,Local Ultra-Peripheral
1587,430,c3,Local Ultra-Peripheral
1588,431,c3,Local Ultra-Peripheral
1589,432,c3,Local Ultra-Peripheral
1590,433,c3,Local Ultra-Peripheral
1591,434,c3,Local Ultra-Peripheral
1592,435,c3,Local Peripheral
1593,436,c3,Local Ultra-Peripheral
1594,437,c3,Local Ultra-Peripheral
1595,438,c3,Local Ultra-Peripheral
1596,439,c3,Local Ultra-Peripheral
1597,440,c3,Local Ultra-Peripheral
1598,442,c3,Local Ultra-Peripheral
1599,443,c3,Local Ultra-Peripheral
1600,444,c3,Local Ultra-Peripheral
1601,445,c3,Local Ultra-Peripheral
1602,446,c3,Local Ultra-Peripheral
1603,447,c3,Local Ultra-Peripheral
1604,448,c3,Local Ultra-Peripheral
1605,449,c3,Local Ultra-Peripheral
1606,450,c3,Local Ultra-Peripheral
1607,451,c3,Local Ultra-Peripheral
1608,452,c3,Local Ultra-Peripheral
1609,453,c3,Local Ultra-Peripheral
1610,454,c3,Local Ultra-Peripheral
1611,455,c3,Local Ultra-Peripheral
1612,456,c3,Local Ultra-Peripheral
1613,457,c3,Local Peripheral
1614,458,c3,Local Ultra-Peripheral
1615,459,c3,Local Peripheral
1616,460,c3,Local Ultra-Peripheral
1617,461,c3,Local Ultra-Peripheral
1618,462,c3,Local Ultra-Peripheral
1619,463,c3,Local Ultra-Peripheral
1620,465,c3,Local Ultra-Peripheral
1621,466,c3,Local Ultra-Peripheral
1622,467,c3,Local Ultra-Peripheral
1623,468,c3,Local Ultra-Peripheral
1624,469,c3,Local Peripheral
1625,470,c3,Local Ultra-Peripheral
1626,471,c3,Local Ultra-Peripheral
1627,472,c3,Local Ultra-Peripheral
1628,473,c3,Local Ultra-Peripheral
1629,474,c3,Local Ultra-Peripheral
1630,477,c3,Local Ultra-Peripheral
1631,478,c3,Local Ultra-Peripheral
1632,479,c3,Local Ultra-Peripheral
1633,480,c3,Local Ultra-Peripheral
1634,481,c3,Local Ultra-Peripheral
1635,482,c3,Local Ultra-Peripheral
1636,485,c3,Local Ultra-Peripheral
1637,486,c3,Local Peripheral
1638,487,c3,Local Ultra-Peripheral
1639,488,c3,Local Ultra-Peripheral
1640,489,c3,Local Ultra-Peripheral
1641,490,c3,Local Ultra-Peripheral
1642,491,c3,Local Ultra-Peripheral
1643,492,c3,Local Ultra-Peripheral
1644,493,c3,Local Ultra-Peripheral
1645,494,c3,Local Ultra-Peripheral
1646,495,c3,Local Ultra-Peripheral
1647,496,c3,Local Ultra-Peripheral
1648,497,c3,Local Ultra-Peripheral
1649,498,c3,Local Ultra-Peripheral
1650,499,c3,Local Ultra-Peripheral
1651,500,c3,Local Ultra-Peripheral
1652,502,c3,Local Ultra-Peripheral
1653,503,c3,Local Ultra-Peripheral
1654,504,c3,Local Ultra-Peripheral
1655,505,c3,Local Peripheral
1656,506,c3,Local Ultra-Peripheral
1657,507,c3,Local Ultra-Peripheral
1658,508,c3,Local Ultra-Peripheral
1659,509,c3,Local Peripheral
1660,510,c3,Local Ultra-Peripheral
1661,511,c3,Local Ultra-Peripheral
1662,512,c3,Local Ultra-Peripheral
1663,513,c3,Local Ultra-Peripheral
1664,514,c3,Local Ultra-Peripheral
1665,515,c3,Local Ultra-Peripheral
1666,516,c3,Local Peripheral
1667,518,c3,Local Peripheral
1668,519,c3,Local Ultra-Peripheral
1669,520,c3,Local Ultra-Peripheral
1670,521,c3,Local Ultra-Peripheral
1671,522,c3,Local Ultra-Peripheral
1672,523,c3,Local Ultra-Peripheral
1673,524,c3,Local Ultra-Peripheral
1674,525,c3,Local Ultra-Peripheral
1675,527,c3,Local Ultra-Peripheral
1676,528,c3,Local Ultra-Peripheral
1677,529,c3,Local Ultra-Peripheral
1678,530,c3,Local Ultra-Peripheral
1679,531,c3,Local Ultra-Peripheral
1680,532,c3,Local Ultra-Peripheral
1681,533,c3,Local Ultra-Peripheral
1682,534,c3,Local Ultra-Peripheral
1683,535,c3,Local Ultra-Peripheral
1684,536,c3,Local Ultra-Peripheral
1685,537,c3,Local Ultra-Peripheral
1686,539,c3,Local Ultra-Peripheral
1687,540,c3,Local Ultra-Peripheral
1688,541,c3,Local Ultra-Peripheral
1689,542,c3,Local Ultra-Peripheral
1690,543,c3,Local Ultra-Peripheral
1691,544,c3,Local Ultra-Peripheral
1692,545,c3,Local Ultra-Peripheral
1693,546,c3,Local Ultra-Peripheral
1694,547,c3,Local Ultra-Peripheral
1695,548,c3,Local Ultra-Peripheral
1696,550,c3,Local Ultra-Peripheral
1697,551,c3,Local Peripheral
1698,552,c3,Local Ultra-Peripheral
1699,553,c3,Local Ultra-Peripheral
1700,554,c3,Local Peripheral
1701,555,c3,Local Ultra-Peripheral
1702,556,c3,Local Ultra-Peripheral
1703,557,c3,Local Ultra-Peripheral
1704,558,c3,Local Ultra-Peripheral
1705,559,c3,Local Ultra-Peripheral
1706,560,c3,Local Ultra-Peripheral
1707,561,c3,Local Ultra-Peripheral
1708,562,c3,Local Ultra-Peripheral
1709,565,c3,Local Ultra-Peripheral
1710,567,c3,Local Peripheral
1711,568,c3,Local Ultra-Peripheral
1712,569,c3,Local Ultra-Peripheral
1713,570,c3,Local Ultra-Peripheral
1714,571,c3,Local Ultra-Peripheral
1715,572,c3,Local Ultra-Peripheral
1716,591,c3,Local Ultra-Peripheral
1717,656,c3,Local Ultra-Peripheral
1718,669,c3,Local Ultra-Peripheral
1719,604,c3,Local Ultra-Peripheral
1720,645,c3,Local Ultra-Peripheral
1721,646,c3,Local Ultra-Peripheral
1722,666,c3,Local Ultra-Peripheral
1723,683,c3,Local Ultra-Peripheral
1724,587,c3,Local Ultra-Peripheral
1725,590,c3,Local Ultra-Peripheral
1726,614,c3,Local Ultra-Peripheral
1727,634,c3,Local Peripheral
1728,680,c3,Local Ultra-Peripheral
1729,586,c3,Local Ultra-Peripheral
1730,610,c3,Local Ultra-Peripheral
1731,652,c3,Local Ultra-Peripheral
1732,673,c3,Local Ultra-Peripheral
1733,676,c3,Local Ultra-Peripheral
1734,620,c3,Local Ultra-Peripheral
1735,574,c3,Local Ultra-Peripheral
1736,630,c3,Local Ultra-Peripheral
1737,678,c3,Local Ultra-Peripheral
1738,593,c3,Local Ultra-Peripheral
1739,609,c3,Local Ultra-Peripheral
1740,573,c3,Local Ultra-Peripheral
1741,575,c3,Local Ultra-Peripheral
1742,576,c5,Local Peripheral
1743,577,c5,Local Peripheral
1744,578,c5,Local Peripheral
1745,579,c3,Local Ultra-Peripheral
1746,581,c3,Local Ultra-Peripheral
1747,582,c5,Local Peripheral
1748,583,c5,Local Peripheral
1749,584,c3,Local Ultra-Peripheral
1750,585,c3,Local Ultra-Peripheral
1751,588,c3,Local Ultra-Peripheral
1752,589,c3,Local Ultra-Peripheral
1753,592,c3,Local Ultra-Peripheral
1754,594,c15,Local Peripheral
1755,595,c5,Local Peripheral
1756,597,c3,Local Ultra-Peripheral
1757,598,c3,Local Ultra-Peripheral
1758,599,c5,Local Peripheral
1759,600,c5,Local Peripheral
1760,602,c3,Local Ultra-Peripheral
1761,603,c3,Local Ultra-Peripheral
1762,605,c3,Local Ultra-Peripheral
1763,607,c3,Local Ultra-Peripheral
1764,608,c3,Local Ultra-Peripheral
1765,611,c3,Local Ultra-Peripheral
1766,612,c3,Local Ultra-Peripheral
1767,613,c3,Local Ultra-Peripheral
1768,615,c5,Local Peripheral
1769,616,c3,Local Ultra-Peripheral
1770,617,c3,Local Ultra-Peripheral
1771,618,c3,Local Ultra-Peripheral
1772,619,c3,Local Ultra-Peripheral
1773,621,c3,Local Ultra-Peripheral
1774,622,c3,Local Ultra-Peripheral
1775,623,c3,Local Ultra-Peripheral
1776,624,c3,Local Ultra-Peripheral
1777,625,c3,Local Ultra-Peripheral
1778,626,c3,Local Ultra-Peripheral
1779,627,c5,Local Peripheral
1780,628,c5,Local Peripheral
1781,631,c3,Local Ultra-Peripheral
1782,632,c5,Local Peripheral
1783,633,c3,Local Ultra-Peripheral
1784,635,c5,Local Peripheral
1785,636,c3,Local Ultra-Peripheral
1786,638,c3,Local Ultra-Peripheral
1787,639,c3,Local Ultra-Peripheral
1788,640,c5,Local Peripheral
1789,642,c3,Local Ultra-Peripheral
1790,643,c5,Local Peripheral
1791,644,c3,Local Ultra-Peripheral
1792,647,c5,Local Peripheral
1793,648,c3,Local Ultra-Peripheral
1794,650,c5,Local Peripheral
1795,653,c3,Local Ultra-Peripheral
1796,654,c3,Local Ultra-Peripheral
1797,655,c3,Local Ultra-Peripheral
1798,657,c3,Local Ultra-Peripheral
1799,658,c5,Local Peripheral
1800,659,c5,Local Peripheral
1801,660,c3,Local Ultra-Peripheral
1802,661,c5,Local Peripheral
1803,662,c5,Local Peripheral
1804,663,c3,Local Ultra-Peripheral
1805,664,c3,Local Ultra-Peripheral
1806,665,c5,Local Peripheral
1807,667,c3,Local Peripheral
1808,668,c3,Local Ultra-Peripheral
1809,670,c5,Local Peripheral
1810,671,c3,Local Ultra-Peripheral
1811,672,c3,Local Ultra-Peripheral
1812,674,c3,Local Ultra-Peripheral
1813,675,c5,Local Peripheral
1814,677,c3,Local Ultra-Peripheral
1815,679,c3,Local Ultra-Peripheral
1816,681,c5,Local Peripheral
1817,682,c3,Local Ultra-Peripheral
1818,684,c3,Local Ultra-Peripheral
1819,685,c3,Local Ultra-Peripheral
1820,1967,c3,Local Peripheral
1821,3437,c14,Local Ultra-Peripheral
1822,3454,c14,Local Peripheral
1823,3487,c14,Local Peripheral
1824,3723,c14,Local Peripheral
1825,3861,c14,Local Peripheral
1826,3961,c14,Local Peripheral
1827,3980,c15,Local Ultra-Peripheral
1828,3989,c15,Local Ultra-Peripheral
1829,4011,c15,Local Ultra-Peripheral
1830,4031,c15,Local Ultra-Peripheral
1831,686,c6,Local Ultra-Peripheral
1832,687,c6,Local Ultra-Peripheral
1833,688,c6,Local Ultra-Peripheral
1834,689,c6,Local Ultra-Peripheral
1835,690,c6,Local Ultra-Peripheral
1836,691,c6,Local Ultra-Peripheral
1837,692,c6,Local Ultra-Peripheral
1838,693,c6,Local Ultra-Peripheral
1839,694,c6,Local Ultra-Peripheral
1840,695,c6,Local Ultra-Peripheral
1841,696,c6,Local Ultra-Peripheral
1842,697,c6,Local Ultra-Peripheral
1843,698,c6,Local Peripheral
1844,699,c6,Local Ultra-Peripheral
1845,700,c6,Local Ultra-Peripheral
1846,701,c6,Local Ultra-Peripheral
1847,702,c6,Local Ultra-Peripheral
1848,703,c6,Local Ultra-Peripheral
1849,704,c6,Local Ultra-Peripheral
1850,705,c6,Local Ultra-Peripheral
1851,706,c6,Local Ultra-Peripheral
1852,707,c6,Local Ultra-Peripheral
1853,708,c6,Local Ultra-Peripheral
1854,709,c6,Local Ultra-Peripheral
1855,710,c6,Local Ultra-Peripheral
1856,711,c6,Local Ultra-Peripheral
1857,712,c6,Local Ultra-Peripheral
1858,713,c6,Local Ultra-Peripheral
1859,714,c6,Local Ultra-Peripheral
1860,715,c6,Local Ultra-Peripheral
1861,716,c6,Local Ultra-Peripheral
1862,717,c6,Local Ultra-Peripheral
1863,718,c6,Local Ultra-Peripheral
1864,719,c6,Local Ultra-Peripheral
1865,720,c6,Local Ultra-Peripheral
1866,721,c6,Local Ultra-Peripheral
1867,722,c6,Local Ultra-Peripheral
1868,723,c6,Local Ultra-Peripheral
1869,724,c6,Local Ultra-Peripheral
1870,725,c6,Local Ultra-Peripheral
1871,726,c6,Local Ultra-Peripheral
1872,727,c6,Local Ultra-Peripheral
1873,728,c6,Local Ultra-Peripheral
1874,729,c6,Local Ultra-Peripheral
1875,730,c6,Local Ultra-Peripheral
1876,731,c6,Local Ultra-Peripheral
1877,732,c6,Local Ultra-Peripheral
1878,733,c6,Local Ultra-Peripheral
1879,734,c6,Local Ultra-Peripheral
1880,735,c6,Local Ultra-Peripheral
1881,736,c6,Local Ultra-Peripheral
1882,737,c6,Local Ultra-Peripheral
1883,738,c6,Local Ultra-Peripheral
1884,739,c6,Local Ultra-Peripheral
1885,740,c6,Local Ultra-Peripheral
1886,741,c6,Local Ultra-Peripheral
1887,742,c6,Local Ultra-Peripheral
1888,743,c6,Local Ultra-Peripheral
1889,744,c6,Local Ultra-Peripheral
1890,745,c6,Local Ultra-Peripheral
1891,746,c6,Local Ultra-Peripheral
1892,747,c6,Local Ultra-Peripheral
1893,748,c6,Local Ultra-Peripheral
1894,749,c6,Local Ultra-Peripheral
1895,750,c6,Local Ultra-Peripheral
1896,751,c6,Local Ultra-Peripheral
1897,752,c6,Local Ultra-Peripheral
1898,753,c6,Local Ultra-Peripheral
1899,754,c6,Local Ultra-Peripheral
1900,755,c6,Local Ultra-Peripheral
1901,756,c6,Local Ultra-Peripheral
1902,757,c6,Local Ultra-Peripheral
1903,758,c6,Local Ultra-Peripheral
1904,759,c6,Local Ultra-Peripheral
1905,760,c6,Local Ultra-Peripheral
1906,761,c6,Local Ultra-Peripheral
1907,762,c6,Local Ultra-Peripheral
1908,763,c6,Local Ultra-Peripheral
1909,764,c6,Local Ultra-Peripheral
1910,765,c6,Local Ultra-Peripheral
1911,766,c6,Local Ultra-Peripheral
1912,767,c6,Local Ultra-Peripheral
1913,768,c6,Local Ultra-Peripheral
1914,769,c6,Local Ultra-Peripheral
1915,770,c6,Local Ultra-Peripheral
1916,771,c6,Local Ultra-Peripheral
1917,772,c6,Local Ultra-Peripheral
1918,773,c6,Local Ultra-Peripheral
1919,774,c6,Local Ultra-Peripheral
1920,775,c6,Local Ultra-Peripheral
1921,776,c6,Local Ultra-Peripheral
1922,777,c6,Local Ultra-Peripheral
1923,778,c6,Local Ultra-Peripheral
1924,779,c6,Local Ultra-Peripheral
1925,780,c6,Local Ultra-Peripheral
1926,781,c6,Local Ultra-Peripheral
1927,782,c6,Local Ultra-Peripheral
1928,783,c6,Local Ultra-Peripheral
1929,784,c6,Local Ultra-Peripheral
1930,785,c6,Local Ultra-Peripheral
1931,786,c6,Local Ultra-Peripheral
1932,787,c6,Local Ultra-Peripheral
1933,788,c6,Local Ultra-Peripheral
1934,789,c6,Local Ultra-Peripheral
1935,790,c6,Local Ultra-Peripheral
1936,791,c6,Local Ultra-Peripheral
1937,792,c6,Local Ultra-Peripheral
1938,793,c6,Local Ultra-Peripheral
1939,794,c6,Local Ultra-Peripheral
1940,795,c6,Local Ultra-Peripheral
1941,796,c6,Local Ultra-Peripheral
1942,797,c6,Local Ultra-Peripheral
1943,798,c6,Local Ultra-Peripheral
1944,799,c6,Local Ultra-Peripheral
1945,800,c6,Local Ultra-Peripheral
1946,801,c6,Local Ultra-Peripheral
1947,802,c6,Local Ultra-Peripheral
1948,803,c6,Local Ultra-Peripheral
1949,804,c6,Local Ultra-Peripheral
1950,805,c6,Local Ultra-Peripheral
1951,806,c6,Local Ultra-Peripheral
1952,807,c6,Local Ultra-Peripheral
1953,808,c6,Local Ultra-Peripheral
1954,809,c6,Local Ultra-Peripheral
1955,810,c6,Local Ultra-Peripheral
1956,811,c6,Local Ultra-Peripheral
1957,812,c6,Local Ultra-Peripheral
1958,813,c6,Local Ultra-Peripheral
1959,814,c6,Local Ultra-Peripheral
1960,815,c6,Local Ultra-Peripheral
1961,816,c6,Local Ultra-Peripheral
1962,817,c6,Local Ultra-Peripheral
1963,818,c6,Local Ultra-Peripheral
1964,819,c6,Local Ultra-Peripheral
1965,820,c6,Local Ultra-Peripheral
1966,821,c6,Local Ultra-Peripheral
1967,822,c6,Local Ultra-Peripheral
1968,823,c6,Local Ultra-Peripheral
1969,824,c6,Local Ultra-Peripheral
1970,825,c6,Local Ultra-Peripheral
1971,826,c6,Local Ultra-Peripheral
1972,827,c6,Local Ultra-Peripheral
1973,828,c6,Local Ultra-Peripheral
1974,829,c6,Local Ultra-Peripheral
1975,830,c6,Local Ultra-Peripheral
1976,831,c6,Local Ultra-Peripheral
1977,832,c6,Local Ultra-Peripheral
1978,833,c6,Local Ultra-Peripheral
1979,834,c6,Local Ultra-Peripheral
1980,835,c6,Local Ultra-Peripheral
1981,836,c6,Local Ultra-Peripheral
1982,837,c6,Local Ultra-Peripheral
1983,838,c6,Local Ultra-Peripheral
1984,839,c6,Local Ultra-Peripheral
1985,840,c6,Local Ultra-Peripheral
1986,841,c6,Local Ultra-Peripheral
1987,842,c6,Local Ultra-Peripheral
1988,843,c6,Local Ultra-Peripheral
1989,844,c6,Local Ultra-Peripheral
1990,845,c6,Local Ultra-Peripheral
1991,846,c6,Local Ultra-Peripheral
1992,847,c6,Local Ultra-Peripheral
1993,848,c6,Local Ultra-Peripheral
1994,849,c6,Local Ultra-Peripheral
1995,850,c6,Local Ultra-Peripheral
1996,851,c6,Local Ultra-Peripheral
1997,852,c6,Local Ultra-Peripheral
1998,853,c6,Local Ultra-Peripheral
1999,854,c6,Local Ultra-Peripheral
2000,855,c6,Local Ultra-Peripheral
2001,856,c6,Local Ultra-Peripheral
2002,890,c6,Local Ultra-Peripheral
2003,857,c14,Local Peripheral
2004,858,c6,Local Ultra-Peripheral
2005,859,c6,Local Ultra-Peripheral
2006,860,c6,Local Peripheral
2007,861,c6,Local Ultra-Peripheral
2008,862,c14,Local Peripheral
2009,863,c6,Local Ultra-Peripheral
2010,864,c6,Local Ultra-Peripheral
2011,865,c14,Local Peripheral
2012,866,c6,Local Ultra-Peripheral
2013,867,c6,Local Ultra-Peripheral
2014,868,c14,Local Peripheral
2015,869,c6,Local Ultra-Peripheral
2016,870,c6,Local Ultra-Peripheral
2017,871,c6,Local Peripheral
2018,872,c6,Local Ultra-Peripheral
2019,873,c6,Local Ultra-Peripheral
2020,874,c6,Local Ultra-Peripheral
2021,875,c6,Local Ultra-Peripheral
2022,876,c6,Local Ultra-Peripheral
2023,877,c6,Local Ultra-Peripheral
2024,878,c6,Local Ultra-Peripheral
2025,879,c6,Local Ultra-Peripheral
2026,880,c6,Local Ultra-Peripheral
2027,881,c6,Local Ultra-Peripheral
2028,882,c6,Local Ultra-Peripheral
2029,883,c6,Local Ultra-Peripheral
2030,884,c6,Local Ultra-Peripheral
2031,885,c6,Local Ultra-Peripheral
2032,886,c6,Local Ultra-Peripheral
2033,887,c6,Local Ultra-Peripheral
2034,888,c6,Local Ultra-Peripheral
2035,889,c6,Local Ultra-Peripheral
2036,891,c6,Local Ultra-Peripheral
2037,892,c6,Local Ultra-Peripheral
2038,893,c6,Local Ultra-Peripheral
2039,894,c6,Local Ultra-Peripheral
2040,895,c6,Local Ultra-Peripheral
2041,3456,c14,Local Ultra-Peripheral
2042,3495,c14,Local Ultra-Peripheral
2043,3586,c14,Local Ultra-Peripheral
2044,3621,c14,Local Ultra-Peripheral
2045,3626,c14,Local Ultra-Peripheral
2046,3797,c14,Local Ultra-Peripheral
2047,3501,c14,Local Ultra-Peripheral
2048,3517,c14,Local Ultra-Peripheral
2049,3550,c14,Local Ultra-Peripheral
2050,3577,c14,Local Ultra-Peripheral
2051,3592,c14,Local Ultra-Peripheral
2052,3609,c14,Local Ultra-Peripheral
2053,3633,c14,Local Ultra-Peripheral
2054,3677,c14,Local Ultra-Peripheral
2055,3684,c14,Local Ultra-Peripheral
2056,3721,c14,Local Ultra-Peripheral
2057,3779,c14,Local Ultra-Peripheral
2058,3872,c14,Local Ultra-Peripheral
2059,3948,c14,Local Ultra-Peripheral
2060,2678,c7,Local Ultra-Peripheral
2061,2760,c7,Local Ultra-Peripheral
2062,2822,c7,Local Ultra-Peripheral
2063,2883,c7,Local Ultra-Peripheral
2064,2941,c7,Local Ultra-Peripheral
2065,2968,c7,Local Ultra-Peripheral
2066,3005,c7,Local Ultra-Peripheral
2067,3057,c7,Local Ultra-Peripheral
2068,3136,c7,Local Ultra-Peripheral
2069,3164,c7,Local Ultra-Peripheral
2070,3222,c7,Local Ultra-Peripheral
2071,3245,c7,Local Ultra-Peripheral
2072,3248,c7,Local Ultra-Peripheral
2073,3263,c7,Local Ultra-Peripheral
2074,3278,c7,Local Ultra-Peripheral
2075,3328,c7,Local Ultra-Peripheral
2076,3361,c7,Local Ultra-Peripheral
2077,3440,c14,Local Ultra-Peripheral
2078,3525,c14,Local Ultra-Peripheral
2079,3540,c14,Local Ultra-Peripheral
2080,3556,c14,Local Ultra-Peripheral
2081,3561,c14,Local Ultra-Peripheral
2082,3651,c14,Local Ultra-Peripheral
2083,3674,c14,Local Ultra-Peripheral
2084,3692,c14,Local Ultra-Peripheral
2085,3741,c14,Local Ultra-Peripheral
2086,3750,c14,Local Ultra-Peripheral
2087,3756,c14,Local Ultra-Peripheral
2088,3830,c14,Local Ultra-Peripheral
2089,3851,c14,Local Ultra-Peripheral
2090,3877,c14,Local Ultra-Peripheral
2091,3886,c14,Local Ultra-Peripheral
2092,3943,c14,Local Ultra-Peripheral
2093,3962,c14,Local Ultra-Peripheral
2094,2677,c7,Local Peripheral
2095,2826,c7,Local Peripheral
2096,2724,c7,Local Ultra-Peripheral
2097,2752,c7,Local Peripheral
2098,2775,c7,Local Peripheral
2099,2869,c7,Local Ultra-Peripheral
2100,2892,c7,Local Peripheral
2101,2962,c7,Local Peripheral
2102,3001,c7,Local Peripheral
2103,3019,c7,Local Ultra-Peripheral
2104,3100,c7,Local Peripheral
2105,3162,c7,Local Ultra-Peripheral
2106,3168,c7,Local Peripheral
2107,3233,c7,Local Ultra-Peripheral
2108,3295,c7,Local Ultra-Peripheral
2109,3304,c8,Local Peripheral
2110,3331,c7,Local Peripheral
2111,3366,c7,Local Ultra-Peripheral
2112,3404,c7,Local Peripheral
2113,3406,c7,Local Ultra-Peripheral
2114,3412,c7,Local Ultra-Peripheral
2115,2813,c7,Local Peripheral
2116,2971,c7,Local Peripheral
2117,3034,c7,Local Ultra-Peripheral
2118,3178,c7,Local Peripheral
2119,3410,c7,Local Peripheral
2120,3420,c7,Local Peripheral
2121,2976,c7,Local Ultra-Peripheral
2122,3011,c7,Local Ultra-Peripheral
2123,3179,c7,Local Ultra-Peripheral
2124,3289,c7,Local Ultra-Peripheral
2125,1920,c11,Local Ultra-Peripheral
2126,1941,c11,Local Peripheral
2127,1948,c11,Local Peripheral
2128,1959,c11,Local Peripheral
2129,2028,c11,Local Ultra-Peripheral
2130,2047,c11,Local Ultra-Peripheral
2131,2053,c11,Local Peripheral
2132,2065,c11,Local Peripheral
2133,2087,c11,Local Ultra-Peripheral
2134,2125,c11,Local Ultra-Peripheral
2135,2132,c11,Local Ultra-Peripheral
2136,2134,c11,Local Ultra-Peripheral
2137,2148,c11,Local Ultra-Peripheral
2138,2149,c11,Local Ultra-Peripheral
2139,2169,c11,Local Ultra-Peripheral
2140,2191,c11,Local Peripheral
2141,2194,c11,Local Peripheral
2142,2196,c11,Local Ultra-Peripheral
2143,2198,c11,Local Ultra-Peripheral
2144,2239,c11,Local Peripheral
2145,2266,c13,Local Peripheral
2146,2282,c11,Local Ultra-Peripheral
2147,2285,c11,Local Ultra-Peripheral
2148,2293,c11,Local Peripheral
2149,2315,c11,Local Peripheral
2150,2328,c11,Local Peripheral
2151,2332,c11,Local Ultra-Peripheral
2152,2333,c11,Local Peripheral
2153,2338,c11,Local Peripheral
2154,2347,c13,Local Peripheral
2155,2351,c11,Local Peripheral
2156,2368,c11,Local Ultra-Peripheral
2157,2372,c11,Local Ultra-Peripheral
2158,2385,c11,Local Peripheral
2159,2399,c11,Local Peripheral
2160,2420,c11,Local Peripheral
2161,2496,c11,Local Peripheral
2162,2501,c11,Local Peripheral
2163,2509,c11,Local Ultra-Peripheral
2164,2512,c11,Local Peripheral
2165,2516,c11,Local Ultra-Peripheral
2166,2530,c11,Local Peripheral
2167,2542,c13,Local Peripheral
2168,2555,c11,Local Ultra-Peripheral
2169,2567,c11,Local Peripheral
2170,2592,c11,Local Peripheral
2171,2597,c11,Local Peripheral
2172,2608,c11,Local Ultra-Peripheral
2173,2642,c11,Local Ultra-Peripheral
2174,2725,c7,Local Ultra-Peripheral
2175,2734,c7,Local Ultra-Peripheral
2176,2764,c7,Local Ultra-Peripheral
2177,2964,c7,Local Ultra-Peripheral
2178,3020,c7,Local Peripheral
2179,3062,c7,Local Ultra-Peripheral
2180,3079,c7,Local Ultra-Peripheral
2181,3165,c7,Local Ultra-Peripheral
2182,3205,c7,Local Ultra-Peripheral
2183,3258,c7,Local Ultra-Peripheral
2184,3386,c7,Local Ultra-Peripheral
2185,3409,c7,Local Ultra-Peripheral
2186,2693,c7,Local Ultra-Peripheral
2187,2979,c7,Local Ultra-Peripheral
2188,3101,c7,Local Ultra-Peripheral
2189,3265,c7,Local Ultra-Peripheral
2190,3385,c7,Local Ultra-Peripheral
2191,1913,c11,Local Peripheral
2192,1916,c11,Local Ultra-Peripheral
2193,1940,c11,Local Ultra-Peripheral
2194,1947,c11,Local Ultra-Peripheral
